DNAm,metric,estimate,std.error,p.value,r2,modality,brain_metric,pFDR,significance,FDR_significance,omic_type,model
PAPPA,global.total.gm,-0.032721547,0.021553996,0.129439606,0.681876124,global,global grey matter,0.306715588,No,No,DNAm,Model 1 (n=709)
SERPINA3,global.total.gm,-0.001529533,0.022273743,0.945272248,0.680821843,global,global grey matter,0.972025236,No,No,DNAm,Model 1 (n=709)
MMP2,global.total.gm,0.038879973,0.023874203,0.103865337,0.68203478,global,global grey matter,0.283033044,No,No,DNAm,Model 1 (n=709)
CRP,global.total.gm,-0.067573165,0.022570188,0.002852156,0.684889553,global,global grey matter,0.019430314,Yes,Yes,DNAm,Model 1 (n=709)
MST1,global.total.gm,-0.028408173,0.021491162,0.186652386,0.681621262,global,global grey matter,0.383783735,No,No,DNAm,Model 1 (n=709)
ENPP7,global.total.gm,-0.02602372,0.021496975,0.22647009,0.681492255,global,global grey matter,0.440807854,No,No,DNAm,Model 1 (n=709)
C4A.C4B,global.total.gm,0.007472282,0.021500704,0.728293571,0.680875214,global,global grey matter,0.810040809,No,No,DNAm,Model 1 (n=709)
MMP12,global.total.gm,-0.111171023,0.031428252,0.000431158,0.686472414,global,global grey matter,0.005221799,Yes,Yes,DNAm,Model 1 (n=709)
NCAM1,global.total.gm,0.105871271,0.022032651,1.90E-06,0.691097121,global,global grey matter,0.000206645,Yes,Yes,DNAm,Model 1 (n=709)
CLEC11A.1,global.total.gm,-0.016432629,0.023043067,0.476007015,0.681053392,global,global grey matter,0.664863916,No,No,DNAm,Model 1 (n=709)
SLITRK5,global.total.gm,0.053153277,0.025280062,0.035862369,0.682840006,global,global grey matter,0.127308851,Yes,No,DNAm,Model 1 (n=709)
AFM,global.total.gm,0.02205129,0.021514648,0.305747148,0.681302087,global,global grey matter,0.528991097,No,No,DNAm,Model 1 (n=709)
SELL,global.total.gm,0.066333529,0.02530792,0.008957676,0.683948288,global,global grey matter,0.046494604,Yes,Yes,DNAm,Model 1 (n=709)
LYZ,global.total.gm,-0.016007056,0.022332767,0.473768253,0.681055772,global,global grey matter,0.664863916,No,No,DNAm,Model 1 (n=709)
MMP1,global.total.gm,-0.051216815,0.022353704,0.022250627,0.683215912,global,global grey matter,0.089826605,Yes,No,DNAm,Model 1 (n=709)
SHBG,global.total.gm,0.018121425,0.03321719,0.585555016,0.680956494,global,global grey matter,0.709172186,No,No,DNAm,Model 1 (n=709)
STC1,global.total.gm,-0.062075279,0.044250654,0.161120571,0.681722169,global,global grey matter,0.351242845,No,No,DNAm,Model 1 (n=709)
GP1BA,global.total.gm,0.045231003,0.02174115,0.037852138,0.682797937,global,global grey matter,0.128933844,Yes,No,DNAm,Model 1 (n=709)
LGALS3BP,global.total.gm,-0.023297003,0.021873433,0.287209173,0.681340549,global,global grey matter,0.504932256,No,No,DNAm,Model 1 (n=709)
CD163,global.total.gm,0.012660201,0.022099741,0.56692066,0.680970535,global,global grey matter,0.694318561,No,No,DNAm,Model 1 (n=709)
FAP,global.total.gm,0.029531788,0.02205177,0.180943165,0.681642387,global,global grey matter,0.379284712,No,No,DNAm,Model 1 (n=709)
PRSS2,global.total.gm,-0.063295365,0.022317393,0.004699209,0.684476707,global,global grey matter,0.030130222,Yes,Yes,DNAm,Model 1 (n=709)
NOTCH1,global.total.gm,0.07508082,0.023051281,0.001180257,0.685625366,global,global grey matter,0.009189148,Yes,Yes,DNAm,Model 1 (n=709)
ICAM5,global.total.gm,-0.059412525,0.021767863,0.006506367,0.684209397,global,global grey matter,0.039399664,Yes,Yes,DNAm,Model 1 (n=709)
S100A9,global.total.gm,-0.033326357,0.022265713,0.134911175,0.681846695,global,global grey matter,0.307704162,No,No,DNAm,Model 1 (n=709)
OMD,global.total.gm,0.047231458,0.024185666,0.051236598,0.682564063,global,global grey matter,0.164258504,No,No,DNAm,Model 1 (n=709)
SEMA3E,global.total.gm,0.081665344,0.021477413,0.000155924,0.687333461,global,global grey matter,0.002832625,Yes,Yes,DNAm,Model 1 (n=709)
SPOCK2,global.total.gm,0.028425294,0.02167431,0.190131392,0.681608754,global,global grey matter,0.383783735,No,No,DNAm,Model 1 (n=709)
CRTAM,global.wbv,0.030011782,0.023301635,0.198186054,0.639259189,global,total brain volume,0.553904611,No,No,DNAm,Model 1 (n=709)
EZR,global.wbv,0.0225593,0.023348467,0.334280457,0.638882674,global,total brain volume,0.670151924,No,No,DNAm,Model 1 (n=709)
FcRL2,global.wbv,0.017451933,0.023084101,0.449896576,0.638694473,global,total brain volume,0.749585364,No,No,DNAm,Model 1 (n=709)
G.CSF,global.wbv,-0.020083611,0.023444307,0.391932956,0.638778876,global,total brain volume,0.72230295,No,No,DNAm,Model 1 (n=709)
GDF.8,global.wbv,0.035937723,0.023593221,0.128158585,0.639601809,global,total brain volume,0.436540179,No,No,DNAm,Model 1 (n=709)
GZMA_olink,global.wbv,0.049651536,0.022970721,0.030996898,0.640815015,global,total brain volume,0.21324559,Yes,No,DNAm,Model 1 (n=709)
N.CDase,global.wbv,-0.008950287,0.023056074,0.697989672,0.638475414,global,total brain volume,0.87599702,No,No,DNAm,Model 1 (n=709)
NEP,global.wbv,-0.0387169,0.023183016,0.095359499,0.639844324,global,total brain volume,0.387746196,No,No,DNAm,Model 1 (n=709)
NMNAT1,global.wbv,0.010506202,0.023005107,0.648036798,0.638505551,global,total brain volume,0.851529611,No,No,DNAm,Model 1 (n=709)
NTRK3_olink,global.wbv,0.046578737,0.023506084,0.047922586,0.640431316,global,total brain volume,0.27492431,Yes,No,DNAm,Model 1 (n=709)
SIGLEC1,global.wbv,-0.038004154,0.023149139,0.101103322,0.639795796,global,total brain volume,0.387746196,No,No,DNAm,Model 1 (n=709)
SKR3,global.wbv,-0.054629533,0.02314043,0.018511952,0.641277698,global,total brain volume,0.201780274,Yes,No,DNAm,Model 1 (n=709)
SMPD1,global.wbv,-0.000163471,0.0228101,0.994283996,0.638396939,global,total brain volume,0.994620026,No,No,DNAm,Model 1 (n=709)
CCL11,global.wbv,-0.02401769,0.022990285,0.296530637,0.638964671,global,total brain volume,0.670151924,No,No,DNAm,Model 1 (n=709)
CD6,global.wbv,0.024881422,0.023343402,0.286845532,0.638987908,global,total brain volume,0.670151924,No,No,DNAm,Model 1 (n=709)
CXCL10_olink,global.wbv,-0.002657286,0.023671388,0.910651858,0.638403478,global,total brain volume,0.963578223,No,No,DNAm,Model 1 (n=709)
CXCL11_olink,global.wbv,-0.02257786,0.022926956,0.325078493,0.638901502,global,total brain volume,0.670151924,No,No,DNAm,Model 1 (n=709)
CXCL9,global.wbv,-0.028860083,0.023865602,0.226968897,0.639157254,global,total brain volume,0.598687946,No,No,DNAm,Model 1 (n=709)
EN.RAGE,global.wbv,-0.008186915,0.02339904,0.726533033,0.638460686,global,total brain volume,0.87599702,No,No,DNAm,Model 1 (n=709)
FGF.21,global.wbv,-0.049269779,0.023274465,0.034623326,0.640716865,global,total brain volume,0.21324559,Yes,No,DNAm,Model 1 (n=709)
HGF,global.wbv,-0.036603183,0.023328314,0.117093177,0.639675133,global,total brain volume,0.411714718,No,No,DNAm,Model 1 (n=709)
MMP.1_olink,global.wbv,-0.013733181,0.023731734,0.562989974,0.638571312,global,total brain volume,0.840628865,No,No,DNAm,Model 1 (n=709)
OSM,global.wbv,-0.010179386,0.023260278,0.661790993,0.638496674,global,total brain volume,0.851529611,No,No,DNAm,Model 1 (n=709)
TGF.alpha,global.wbv,-0.022445449,0.023417535,0.338150053,0.638874961,global,total brain volume,0.670151924,No,No,DNAm,Model 1 (n=709)
VEGFA,global.wbv,-0.06325426,0.023307235,0.006814034,0.642194307,global,total brain volume,0.097052635,Yes,No,DNAm,Model 1 (n=709)
CCL21,global.wbv,-0.024465563,0.02698847,0.364975799,0.638824586,global,total brain volume,0.707481755,No,No,DNAm,Model 1 (n=709)
MMP9,global.wbv,-0.050439792,0.023406728,0.031510879,0.640800398,global,total brain volume,0.21324559,Yes,No,DNAm,Model 1 (n=709)
MPO,global.wbv,-0.023529145,0.022938215,0.305361258,0.638944316,global,total brain volume,0.670151924,No,No,DNAm,Model 1 (n=709)
NTRK3,global.wbv,0.06335886,0.023474557,0.007123129,0.642153189,global,total brain volume,0.097052635,Yes,No,DNAm,Model 1 (n=709)
TNFRSF17,global.wbv,0.02859049,0.023994354,0.233844777,0.639135173,global,total brain volume,0.598687946,No,No,DNAm,Model 1 (n=709)
MIA,global.wbv,-0.016767755,0.023060056,0.46738897,0.63867219,global,total brain volume,0.755270227,No,No,DNAm,Model 1 (n=709)
CCL25,global.wbv,-0.007065675,0.023176522,0.760561549,0.638445332,global,total brain volume,0.897975688,No,No,DNAm,Model 1 (n=709)
IGFBP1,global.wbv,-0.013264685,0.030486782,0.663627808,0.638495523,global,total brain volume,0.851529611,No,No,DNAm,Model 1 (n=709)
LTF,global.wbv,-0.014346533,0.023462903,0.541097967,0.638591614,global,total brain volume,0.8191622,No,No,DNAm,Model 1 (n=709)
BCAM,global.wbv,0.001284814,0.022953775,0.955378661,0.638398545,global,total brain volume,0.982417679,No,No,DNAm,Model 1 (n=709)
EDA,global.wbv,0.004402329,0.023521887,0.851590789,0.638415162,global,total brain volume,0.937610061,No,No,DNAm,Model 1 (n=709)
C5,global.wbv,-0.019481036,0.023950195,0.416268991,0.638741313,global,total brain volume,0.743824918,No,No,DNAm,Model 1 (n=709)
GHR,global.wbv,-0.00401235,0.023654853,0.865357951,0.638411902,global,total brain volume,0.943240166,No,No,DNAm,Model 1 (n=709)
IGFBP4,global.wbv,-0.080158059,0.023425296,0.000658424,0.644396627,global,total brain volume,0.047268297,Yes,Yes,DNAm,Model 1 (n=709)
CLEC11A,global.wbv,0.008679321,0.02464368,0.724800759,0.63846153,global,total brain volume,0.87599702,No,No,DNAm,Model 1 (n=709)
VCAM1,global.wbv,0.045249862,0.027728946,0.103161832,0.639779132,global,total brain volume,0.387746196,No,No,DNAm,Model 1 (n=709)
LGALS4,global.wbv,-0.02470531,0.024139496,0.306456763,0.638941844,global,total brain volume,0.670151924,No,No,DNAm,Model 1 (n=709)
CD209,global.wbv,-0.001873676,0.025311933,0.941013075,0.638399767,global,total brain volume,0.976861192,No,No,DNAm,Model 1 (n=709)
IL19,global.wbv,0.006327694,0.023578717,0.788498406,0.638434433,global,total brain volume,0.899259193,No,No,DNAm,Model 1 (n=709)
CXCL11,global.wbv,-0.010327731,0.023552957,0.661167736,0.638497067,global,total brain volume,0.851529611,No,No,DNAm,Model 1 (n=709)
MRC2,global.wbv,0.03986761,0.023218356,0.086412013,0.639926622,global,total brain volume,0.387746196,No,No,DNAm,Model 1 (n=709)
CCL18,global.wbv,-0.051909605,0.030519353,0.089414431,0.639898016,global,total brain volume,0.387746196,No,No,DNAm,Model 1 (n=709)
RETN,global.wbv,-0.006695881,0.023352183,0.774401052,0.638439745,global,total brain volume,0.897975688,No,No,DNAm,Model 1 (n=709)
C9,global.wbv,-0.005077446,0.023449052,0.82863752,0.63842134,global,total brain volume,0.931149378,No,No,DNAm,Model 1 (n=709)
RARRES2,global.wbv,-0.052438977,0.024852483,0.035214868,0.640701877,global,total brain volume,0.21324559,Yes,No,DNAm,Model 1 (n=709)
TNFRSF1B,global.wbv,0.023309751,0.027538508,0.397597954,0.638769835,global,total brain volume,0.72230295,No,No,DNAm,Model 1 (n=709)
IDUA,global.wbv,-0.007868525,0.022907853,0.731336962,0.638458375,global,total brain volume,0.87599702,No,No,DNAm,Model 1 (n=709)
ADAMTS13,global.wbv,0.028797036,0.023908501,0.228819151,0.639151234,global,total brain volume,0.598687946,No,No,DNAm,Model 1 (n=709)
F7,global.wbv,0.020053309,0.023310568,0.38993906,0.638782103,global,total brain volume,0.72230295,No,No,DNAm,Model 1 (n=709)
GNLY,global.wbv,0.047338686,0.024806719,0.056764656,0.64028444,global,total brain volume,0.309367373,No,No,DNAm,Model 1 (n=709)
PIGR,global.wbv,-0.072338838,0.022887633,0.001642851,0.643527975,global,total brain volume,0.047268297,Yes,Yes,DNAm,Model 1 (n=709)
WFIKKN2,global.wbv,0.013767986,0.025570486,0.590450994,0.638547904,global,total brain volume,0.851529611,No,No,DNAm,Model 1 (n=709)
FCER2,global.wbv,0.020617247,0.022981667,0.369967523,0.638815771,global,total brain volume,0.707481755,No,No,DNAm,Model 1 (n=709)
CD48,global.wbv,0.000623349,0.023562476,0.978901897,0.638397277,global,total brain volume,0.994620026,No,No,DNAm,Model 1 (n=709)
CD5L,global.wbv,-0.012584126,0.024013001,0.600407806,0.638539951,global,total brain volume,0.851529611,No,No,DNAm,Model 1 (n=709)
CNTN4,global.wbv,0.059282004,0.023809664,0.013013413,0.641598384,global,total brain volume,0.157606894,Yes,No,DNAm,Model 1 (n=709)
FCGR3B,global.wbv,0.01151889,0.023896415,0.629933629,0.638517939,global,total brain volume,0.851529611,No,No,DNAm,Model 1 (n=709)
SERPIND1,global.wbv,-0.065462613,0.024250865,0.007115743,0.64215415,global,total brain volume,0.097052635,Yes,No,DNAm,Model 1 (n=709)
LY9,global.wbv,0.034984789,0.025691009,0.173717967,0.639360541,global,total brain volume,0.522830142,No,No,DNAm,Model 1 (n=709)
THBS2,global.wbv,-0.043035016,0.02442054,0.078467799,0.640007806,global,total brain volume,0.387746196,No,No,DNAm,Model 1 (n=709)
ACY1,global.wbv,-0.002930957,0.028946334,0.919377387,0.638402254,global,total brain volume,0.963578223,No,No,DNAm,Model 1 (n=709)
BMP1,global.wbv,0.034226127,0.029740415,0.250199007,0.639085669,global,total brain volume,0.606037595,No,No,DNAm,Model 1 (n=709)
TPSB2,global.wbv,-0.01615597,0.022931844,0.481344587,0.638655346,global,total brain volume,0.760384927,No,No,DNAm,Model 1 (n=709)
GZMA,global.wbv,0.017521478,0.023381053,0.453877376,0.638689283,global,total brain volume,0.749585364,No,No,DNAm,Model 1 (n=709)
INSR,global.wbv,0.00241215,0.023513503,0.918321383,0.638402395,global,total brain volume,0.963578223,No,No,DNAm,Model 1 (n=709)
SELE,global.wbv,-0.038665588,0.029161912,0.18531122,0.639310586,global,total brain volume,0.531550605,No,No,DNAm,Model 1 (n=709)
MPL,global.wbv,0.01456366,0.02366312,0.538453972,0.638594169,global,total brain volume,0.8191622,No,No,DNAm,Model 1 (n=709)
B2M,global.wbv,0.022610292,0.029560594,0.444603314,0.638701486,global,total brain volume,0.749585364,No,No,DNAm,Model 1 (n=709)
LTA.LTB,global.wbv,-0.033167023,0.033216258,0.318376387,0.638915665,global,total brain volume,0.670151924,No,No,DNAm,Model 1 (n=709)
CCL22,global.wbv,-0.010686931,0.023099652,0.643764107,0.638508402,global,total brain volume,0.851529611,No,No,DNAm,Model 1 (n=709)
CCL17,global.wbv,-0.040628889,0.022897802,0.076442368,0.640029923,global,total brain volume,0.387746196,No,No,DNAm,Model 1 (n=709)
ADIPOQ,global.wbv,0.018092798,0.04775642,0.704910805,0.638471683,global,total brain volume,0.87599702,No,No,DNAm,Model 1 (n=709)
CHIT1,global.wbv,0.026888669,0.034246562,0.432633895,0.638717828,global,total brain volume,0.749585364,No,No,DNAm,Model 1 (n=709)
HGFAC,global.wbv,-0.036497574,0.023091381,0.114431722,0.639693913,global,total brain volume,0.411714718,No,No,DNAm,Model 1 (n=709)
ESM1,global.wbv,0.049057558,0.023181437,0.034679554,0.640715429,global,total brain volume,0.21324559,Yes,No,DNAm,Model 1 (n=709)
CXCL10,global.wbv,-0.019212385,0.025065989,0.443655975,0.638702755,global,total brain volume,0.749585364,No,No,DNAm,Model 1 (n=709)
PAPPA,global.wbv,-0.022664019,0.023011542,0.325017466,0.63890163,global,total brain volume,0.670151924,No,No,DNAm,Model 1 (n=709)
SERPINA3,global.wbv,0.023209332,0.023740898,0.328608062,0.638894198,global,total brain volume,0.670151924,No,No,DNAm,Model 1 (n=709)
MMP2,global.wbv,0.014433293,0.025506934,0.571673482,0.63856367,global,total brain volume,0.842059588,No,No,DNAm,Model 1 (n=709)
CRP,global.wbv,-0.04192464,0.024175988,0.083336623,0.639957057,global,total brain volume,0.387746196,No,No,DNAm,Model 1 (n=709)
MST1,global.wbv,-0.031459485,0.022920208,0.170330874,0.639375864,global,total brain volume,0.522830142,No,No,DNAm,Model 1 (n=709)
ENPP7,global.wbv,-0.033488502,0.022917626,0.144397993,0.639506063,global,total brain volume,0.476950948,No,No,DNAm,Model 1 (n=709)
C4A.C4B,global.wbv,-0.002367123,0.022934455,0.917824113,0.638402463,global,total brain volume,0.963578223,No,No,DNAm,Model 1 (n=709)
MMP12,global.wbv,-0.071593421,0.033712829,0.034054618,0.640731528,global,total brain volume,0.21324559,Yes,No,DNAm,Model 1 (n=709)
NCAM1,global.wbv,0.075957284,0.023713095,0.001421323,0.6436651,global,total brain volume,0.047268297,Yes,Yes,DNAm,Model 1 (n=709)
CLEC11A.1,global.wbv,0.00495688,0.024586003,0.840277643,0.63841809,global,total brain volume,0.934594521,No,No,DNAm,Model 1 (n=709)
SLITRK5,global.wbv,0.018622419,0.027040202,0.491246135,0.638643873,global,total brain volume,0.764940411,No,No,DNAm,Model 1 (n=709)
AFM,global.wbv,0.010958534,0.022961102,0.633323585,0.638515557,global,total brain volume,0.851529611,No,No,DNAm,Model 1 (n=709)
SELL,global.wbv,0.032129319,0.027099255,0.236179648,0.639127853,global,total brain volume,0.598687946,No,No,DNAm,Model 1 (n=709)
LYZ,global.wbv,-0.010801768,0.023825401,0.650422667,0.638503979,global,total brain volume,0.851529611,No,No,DNAm,Model 1 (n=709)
MMP1,global.wbv,-0.028016622,0.02390881,0.241674808,0.639110964,global,total brain volume,0.598694411,No,No,DNAm,Model 1 (n=709)
SHBG,global.wbv,0.010507902,0.035434783,0.766904902,0.638442725,global,total brain volume,0.897975688,No,No,DNAm,Model 1 (n=709)
STC1,global.wbv,-0.012468033,0.047262216,0.792008097,0.638433169,global,total brain volume,0.899259193,No,No,DNAm,Model 1 (n=709)
GP1BA,global.wbv,0.032744223,0.023228062,0.159081035,0.639429375,global,total brain volume,0.509995083,No,No,DNAm,Model 1 (n=709)
LGALS3BP,global.wbv,-0.010144628,0.023346072,0.664036853,0.638495268,global,total brain volume,0.851529611,No,No,DNAm,Model 1 (n=709)
CD163,global.wbv,-0.000159034,0.023577141,0.994620026,0.638396936,global,total brain volume,0.994620026,No,No,DNAm,Model 1 (n=709)
FAP,global.wbv,0.008761104,0.023548426,0.709971983,0.638469019,global,total brain volume,0.87599702,No,No,DNAm,Model 1 (n=709)
PRSS2,global.wbv,-0.050463064,0.023864511,0.03482296,0.640711777,global,total brain volume,0.21324559,Yes,No,DNAm,Model 1 (n=709)
NOTCH1,global.wbv,0.055146689,0.024685088,0.025800288,0.640978757,global,total brain volume,0.21324559,Yes,No,DNAm,Model 1 (n=709)
ICAM5,global.wbv,-0.06649557,0.023204986,0.004288505,0.642625418,global,total brain volume,0.093489402,Yes,No,DNAm,Model 1 (n=709)
S100A9,global.wbv,-0.017142948,0.023777991,0.471177757,0.638667537,global,total brain volume,0.755270227,No,No,DNAm,Model 1 (n=709)
OMD,global.wbv,0.03487348,0.025833302,0.177474452,0.639343944,global,total brain volume,0.522830142,No,No,DNAm,Model 1 (n=709)
SEMA3E,global.wbv,0.072267255,0.022982041,0.001734616,0.643476571,global,total brain volume,0.047268297,Yes,Yes,DNAm,Model 1 (n=709)
SPOCK2,global.wbv,0.038485739,0.023100285,0.096158943,0.639837382,global,total brain volume,0.387746196,No,No,DNAm,Model 1 (n=709)
CRTAM,global_cortical_surface_area,0.019744314,0.025687625,0.442373682,0.561111025,cortical,global cortical surface area,0.817266633,No,No,DNAm,Model 1 (n=709)
EZR,global_cortical_surface_area,0.033029494,0.025706221,0.199261748,0.561779866,cortical,global cortical surface area,0.597680876,No,No,DNAm,Model 1 (n=709)
FcRL2,global_cortical_surface_area,0.026620913,0.025418665,0.295326824,0.561430541,cortical,global cortical surface area,0.631188703,No,No,DNAm,Model 1 (n=709)
