DNAm,metric,estimate,std.error,p.value,r2,modality,brain_metric,pFDR,significance,FDR_significance,omic_type,model
TPSB2,global.total.gm,0.008677538,0.022795198,0.70357517,0.680870664,global,global grey matter,0.852107706,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA,global.total.gm,0.01436347,0.023209724,0.536238001,0.680992735,global,global grey matter,0.730624277,No,No,DNAm,Model 3 Lifestyle (n=709)
INSR,global.total.gm,-0.022969632,0.023730639,0.333454813,0.681276393,global,global grey matter,0.605776243,No,No,DNAm,Model 3 Lifestyle (n=709)
SELE,global.total.gm,-0.044892254,0.03004394,0.135625254,0.68193801,global,global grey matter,0.41064313,No,No,DNAm,Model 3 Lifestyle (n=709)
MPL,global.total.gm,0.023723902,0.023252945,0.308004835,0.681329609,global,global grey matter,0.588991701,No,No,DNAm,Model 3 Lifestyle (n=709)
B2M,global.total.gm,0.029973293,0.029278192,0.306355488,0.681333255,global,global grey matter,0.588991701,No,No,DNAm,Model 3 Lifestyle (n=709)
LTA.LTB,global.total.gm,0.026966662,0.033173668,0.416590103,0.681135067,global,global grey matter,0.622031798,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL22,global.total.gm,0.000328067,0.024206666,0.989191154,0.680796408,global,global grey matter,0.989191154,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL17,global.total.gm,-0.038887379,0.024015323,0.105895295,0.682136272,global,global grey matter,0.37176204,No,No,DNAm,Model 3 Lifestyle (n=709)
ADIPOQ,global.total.gm,0.058140536,0.048228826,0.228463252,0.681540375,global,global grey matter,0.469858385,No,No,DNAm,Model 3 Lifestyle (n=709)
CHIT1,global.total.gm,-0.00636532,0.03391521,0.851186091,0.68081439,global,global grey matter,0.923512874,No,No,DNAm,Model 3 Lifestyle (n=709)
HGFAC,global.total.gm,-0.033207157,0.022860701,0.146842722,0.681875487,global,global grey matter,0.421206754,No,No,DNAm,Model 3 Lifestyle (n=709)
ESM1,global.total.gm,0.006058335,0.023163717,0.793759479,0.680831415,global,global grey matter,0.896352142,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10,global.total.gm,-0.034406423,0.024765368,0.165239937,0.681783778,global,global grey matter,0.429677102,No,No,DNAm,Model 3 Lifestyle (n=709)
PAPPA,global.total.gm,-0.043012163,0.022537467,0.056790051,0.682654607,global,global grey matter,0.238081367,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPINA3,global.total.gm,0.002257705,0.023544074,0.923636663,0.680801033,global,global grey matter,0.940900899,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP2,global.total.gm,0.032419224,0.026156489,0.215652515,0.68158273,global,global grey matter,0.453645701,No,No,DNAm,Model 3 Lifestyle (n=709)
CRP,global.total.gm,-0.061097947,0.025307017,0.01605449,0.683759767,global,global grey matter,0.116662625,Yes,No,DNAm,Model 3 Lifestyle (n=709)
MST1,global.total.gm,-0.030450906,0.022651356,0.179331652,0.681721075,global,global grey matter,0.429677102,No,No,DNAm,Model 3 Lifestyle (n=709)
ENPP7,global.total.gm,-0.022564207,0.022585709,0.318159955,0.681307706,global,global grey matter,0.597921295,No,No,DNAm,Model 3 Lifestyle (n=709)
C4A.C4B,global.total.gm,0.010345324,0.022229516,0.641817356,0.680907424,global,global grey matter,0.794978316,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP12,global.total.gm,-0.11430336,0.03732469,0.002290461,0.685537683,global,global grey matter,0.036658264,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
NCAM1,global.total.gm,0.098619828,0.024599633,6.84E-05,0.688836561,global,global grey matter,0.005461555,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
CLEC11A.1,global.total.gm,-0.018282202,0.024409055,0.454144802,0.681083949,global,global grey matter,0.660023778,No,No,DNAm,Model 3 Lifestyle (n=709)
SLITRK5,global.total.gm,0.042369648,0.029926239,0.157333817,0.681821696,global,global grey matter,0.42873465,No,No,DNAm,Model 3 Lifestyle (n=709)
AFM,global.total.gm,0.019769508,0.022884346,0.38798252,0.681178849,global,global grey matter,0.61077892,No,No,DNAm,Model 3 Lifestyle (n=709)
SELL,global.total.gm,0.070347113,0.027110548,0.009687064,0.684214672,global,global grey matter,0.081222304,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LYZ,global.total.gm,-0.020840529,0.023962877,0.384799538,0.681184008,global,global grey matter,0.61077892,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP1,global.total.gm,-0.048064676,0.024292726,0.048306006,0.682792736,global,global grey matter,0.216562122,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SHBG,global.total.gm,0.012894079,0.036420228,0.723431742,0.680860625,global,global grey matter,0.857109347,No,No,DNAm,Model 3 Lifestyle (n=709)
STC1,global.total.gm,-0.062884765,0.048234663,0.192809459,0.681666205,global,global grey matter,0.432285265,No,No,DNAm,Model 3 Lifestyle (n=709)
GP1BA,global.total.gm,0.047215037,0.023033715,0.040800481,0.68293815,global,global grey matter,0.193358803,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LGALS3BP,global.total.gm,-0.023240853,0.023783981,0.328867805,0.681285581,global,global grey matter,0.605776243,No,No,DNAm,Model 3 Lifestyle (n=709)
CD163,global.total.gm,0.020583902,0.02339147,0.379212863,0.681193211,global,global grey matter,0.61077892,No,No,DNAm,Model 3 Lifestyle (n=709)
FAP,global.total.gm,0.02160618,0.023486405,0.35795858,0.681230034,global,global grey matter,0.609648206,No,No,DNAm,Model 3 Lifestyle (n=709)
PRSS2,global.total.gm,-0.068003558,0.023450822,0.003865343,0.685054186,global,global grey matter,0.046813599,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
NOTCH1,global.total.gm,0.071395924,0.025270272,0.004875287,0.68484083,global,global grey matter,0.053140624,Yes,No,DNAm,Model 3 Lifestyle (n=709)
ICAM5,global.total.gm,-0.050735266,0.02450879,0.038856593,0.682980411,global,global grey matter,0.192516754,Yes,No,DNAm,Model 3 Lifestyle (n=709)
S100A9,global.total.gm,-0.031742567,0.023720966,0.181331621,0.681712637,global,global grey matter,0.429677102,No,No,DNAm,Model 3 Lifestyle (n=709)
OMD,global.total.gm,0.047346403,0.026290685,0.072205849,0.682452043,global,global grey matter,0.291497685,No,No,DNAm,Model 3 Lifestyle (n=709)
SEMA3E,global.total.gm,0.062014008,0.027165121,0.022775529,0.683448538,global,global grey matter,0.131750743,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SPOCK2,global.total.gm,0.016468152,0.022954358,0.47337797,0.681060237,global,global grey matter,0.678923667,No,No,DNAm,Model 3 Lifestyle (n=709)
CRTAM,global.wbv,0.029588984,0.024386314,0.225458951,0.64841022,global,total brain volume,0.608485639,No,No,DNAm,Model 3 Lifestyle (n=709)
EZR,global.wbv,0.024144135,0.024104076,0.316896412,0.648145611,global,total brain volume,0.719618935,No,No,DNAm,Model 3 Lifestyle (n=709)
FcRL2,global.wbv,0.015941868,0.023470087,0.497237226,0.647839263,global,total brain volume,0.860299328,No,No,DNAm,Model 3 Lifestyle (n=709)
G.CSF,global.wbv,-0.021422921,0.024616205,0.384484702,0.648006654,global,total brain volume,0.810567142,No,No,DNAm,Model 3 Lifestyle (n=709)
GDF.8,global.wbv,0.021811806,0.025179865,0.386692582,0.648002692,global,total brain volume,0.810567142,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA_olink,global.wbv,0.04247167,0.024315158,0.08118025,0.649298299,global,total brain volume,0.44939708,No,No,DNAm,Model 3 Lifestyle (n=709)
N.CDase,global.wbv,-0.017175568,0.023918747,0.472977715,0.647869963,global,total brain volume,0.847987156,No,No,DNAm,Model 3 Lifestyle (n=709)
NEP,global.wbv,-0.039481527,0.024005691,0.100542385,0.649104022,global,total brain volume,0.456629997,No,No,DNAm,Model 3 Lifestyle (n=709)
NMNAT1,global.wbv,0.032099516,0.023888755,0.17953272,0.648598102,global,total brain volume,0.543585179,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3_olink,global.wbv,0.02940368,0.02530148,0.24562723,0.648341605,global,total brain volume,0.608485639,No,No,DNAm,Model 3 Lifestyle (n=709)
SIGLEC1,global.wbv,-0.032439754,0.023925553,0.175635044,0.648616584,global,total brain volume,0.543585179,No,No,DNAm,Model 3 Lifestyle (n=709)
SKR3,global.wbv,-0.055349563,0.027370822,0.043582131,0.64987991,global,total brain volume,0.379247246,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SMPD1,global.wbv,-0.010060444,0.024093614,0.676415546,0.647676807,global,total brain volume,0.937110044,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL11,global.wbv,-0.018292553,0.02558223,0.474846951,0.647867506,global,total brain volume,0.847987156,No,No,DNAm,Model 3 Lifestyle (n=709)
CD6,global.wbv,0.030754861,0.023873889,0.198147801,0.648515818,global,total brain volume,0.568371323,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10_olink,global.wbv,-0.001766396,0.025049905,0.943806353,0.647580864,global,total brain volume,0.963333987,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11_olink,global.wbv,-0.005013764,0.024237326,0.836185918,0.647602291,global,total brain volume,0.949419428,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL9,global.wbv,-0.017606629,0.02493005,0.480302572,0.647860425,global,total brain volume,0.847987156,No,No,DNAm,Model 3 Lifestyle (n=709)
EN.RAGE,global.wbv,0.011413152,0.024638718,0.643368552,0.647699581,global,total brain volume,0.922725949,No,No,DNAm,Model 3 Lifestyle (n=709)
FGF.21,global.wbv,-0.049938129,0.024887717,0.045231323,0.649844595,global,total brain volume,0.379247246,Yes,No,DNAm,Model 3 Lifestyle (n=709)
HGF,global.wbv,-0.014853337,0.02667116,0.577791768,0.647753686,global,total brain volume,0.87499352,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP.1_olink,global.wbv,-0.00629267,0.024725581,0.799193133,0.647614742,global,total brain volume,0.944506034,No,No,DNAm,Model 3 Lifestyle (n=709)
OSM,global.wbv,0.010240917,0.024750646,0.679189848,0.647675022,global,total brain volume,0.937110044,No,No,DNAm,Model 3 Lifestyle (n=709)
TGF.alpha,global.wbv,-0.001700913,0.026014969,0.947890801,0.647580469,global,total brain volume,0.963333987,No,No,DNAm,Model 3 Lifestyle (n=709)
VEGFA,global.wbv,-0.04919087,0.025851433,0.057524266,0.649617678,global,total brain volume,0.398224102,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL21,global.wbv,-0.010156107,0.028263652,0.719466777,0.647651191,global,total brain volume,0.944506034,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP9,global.wbv,-0.037578065,0.02653198,0.157179215,0.648710979,global,total brain volume,0.535391702,No,No,DNAm,Model 3 Lifestyle (n=709)
MPO,global.wbv,-0.011710891,0.023520628,0.618731387,0.647718452,global,total brain volume,0.914286471,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3,global.wbv,0.059330322,0.026291621,0.024377812,0.650439919,global,total brain volume,0.345883946,Yes,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF17,global.wbv,0.015377271,0.024665401,0.53322734,0.647798129,global,total brain volume,0.87499352,No,No,DNAm,Model 3 Lifestyle (n=709)
MIA,global.wbv,-0.003725619,0.02372107,0.875248951,0.647592023,global,total brain volume,0.963333987,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL25,global.wbv,-0.012103721,0.024447293,0.620708246,0.647716875,global,total brain volume,0.914286471,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP1,global.wbv,-0.003768163,0.032382178,0.907400573,0.647585719,global,total brain volume,0.963333987,No,No,DNAm,Model 3 Lifestyle (n=709)
LTF,global.wbv,-0.000167924,0.024363804,0.994502936,0.647578074,global,total brain volume,0.994502936,No,No,DNAm,Model 3 Lifestyle (n=709)
BCAM,global.wbv,0.005617261,0.023935015,0.81452814,0.647609252,global,total brain volume,0.944506034,No,No,DNAm,Model 3 Lifestyle (n=709)
EDA,global.wbv,0.002201614,0.024291013,0.927811871,0.647582701,global,total brain volume,0.963333987,No,No,DNAm,Model 3 Lifestyle (n=709)
C5,global.wbv,-0.015551596,0.025254333,0.538252377,0.647792774,global,total brain volume,0.87499352,No,No,DNAm,Model 3 Lifestyle (n=709)
GHR,global.wbv,-0.005212104,0.024587274,0.832189123,0.647603506,global,total brain volume,0.949419428,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP4,global.wbv,-0.08932616,0.024877831,0.000355947,0.654734456,global,total brain volume,0.038798226,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
CLEC11A,global.wbv,0.014709129,0.025452808,0.563542071,0.647767169,global,total brain volume,0.87499352,No,No,DNAm,Model 3 Lifestyle (n=709)
VCAM1,global.wbv,0.049902004,0.028689117,0.08245818,0.649283999,global,total brain volume,0.44939708,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS4,global.wbv,-0.018610613,0.024909187,0.45526228,0.647894046,global,total brain volume,0.847987156,No,No,DNAm,Model 3 Lifestyle (n=709)
CD209,global.wbv,-0.003471357,0.026345075,0.895212825,0.647587884,global,total brain volume,0.963333987,No,No,DNAm,Model 3 Lifestyle (n=709)
IL19,global.wbv,0.008348801,0.023926619,0.727257268,0.647647019,global,total brain volume,0.944506034,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11,global.wbv,0.009153872,0.024764425,0.711778049,0.647655445,global,total brain volume,0.944506034,No,No,DNAm,Model 3 Lifestyle (n=709)
MRC2,global.wbv,0.043269968,0.023910697,0.070832804,0.64942383,global,total brain volume,0.428931981,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL18,global.wbv,-0.053916442,0.032471079,0.097328941,0.649133299,global,total brain volume,0.456629997,No,No,DNAm,Model 3 Lifestyle (n=709)
RETN,global.wbv,-0.006454233,0.02423554,0.790086636,0.647618227,global,total brain volume,0.944506034,No,No,DNAm,Model 3 Lifestyle (n=709)
C9,global.wbv,-0.002679723,0.024031426,0.911248608,0.647585092,global,total brain volume,0.963333987,No,No,DNAm,Model 3 Lifestyle (n=709)
RARRES2,global.wbv,-0.055619909,0.026452078,0.035896155,0.6500654,global,total brain volume,0.379247246,Yes,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF1B,global.wbv,0.033457616,0.028372174,0.238753295,0.648364201,global,total brain volume,0.608485639,No,No,DNAm,Model 3 Lifestyle (n=709)
IDUA,global.wbv,-0.001799249,0.023674959,0.939445134,0.64758132,global,total brain volume,0.963333987,No,No,DNAm,Model 3 Lifestyle (n=709)
ADAMTS13,global.wbv,0.021121794,0.024953149,0.397622803,0.64798354,global,total brain volume,0.817752558,No,No,DNAm,Model 3 Lifestyle (n=709)
F7,global.wbv,0.02476644,0.024135508,0.305223908,0.648173644,global,total brain volume,0.707859702,No,No,DNAm,Model 3 Lifestyle (n=709)
GNLY,global.wbv,0.043403236,0.026115762,0.097025534,0.649136118,global,total brain volume,0.456629997,No,No,DNAm,Model 3 Lifestyle (n=709)
PIGR,global.wbv,-0.10391613,0.032411312,0.001414099,0.653307677,global,total brain volume,0.077068392,Yes,No,DNAm,Model 3 Lifestyle (n=709)
WFIKKN2,global.wbv,0.016327308,0.028238993,0.563349789,0.647767356,global,total brain volume,0.87499352,No,No,DNAm,Model 3 Lifestyle (n=709)
FCER2,global.wbv,0.00583556,0.024058821,0.808430979,0.647611378,global,total brain volume,0.944506034,No,No,DNAm,Model 3 Lifestyle (n=709)
CD48,global.wbv,0.02139022,0.024352867,0.380095663,0.648014628,global,total brain volume,0.810567142,No,No,DNAm,Model 3 Lifestyle (n=709)
CD5L,global.wbv,0.002037633,0.024924606,0.934870339,0.647581834,global,total brain volume,0.963333987,No,No,DNAm,Model 3 Lifestyle (n=709)
CNTN4,global.wbv,0.057986957,0.025153267,0.021475463,0.650563769,global,total brain volume,0.345883946,Yes,No,DNAm,Model 3 Lifestyle (n=709)
FCGR3B,global.wbv,0.034617685,0.024840839,0.163942324,0.648674986,global,total brain volume,0.537541628,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPIND1,global.wbv,-0.07404777,0.028615685,0.009888512,0.65133156,global,total brain volume,0.269461964,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LY9,global.wbv,0.040553942,0.027360421,0.138790356,0.648818448,global,total brain volume,0.509950357,No,No,DNAm,Model 3 Lifestyle (n=709)
THBS2,global.wbv,-0.048651805,0.02566347,0.058454914,0.64960264,global,total brain volume,0.398224102,No,No,DNAm,Model 3 Lifestyle (n=709)
ACY1,global.wbv,-0.016996028,0.030533549,0.577977371,0.647753515,global,total brain volume,0.87499352,No,No,DNAm,Model 3 Lifestyle (n=709)
BMP1,global.wbv,0.027142595,0.030971095,0.381159243,0.648012684,global,total brain volume,0.810567142,No,No,DNAm,Model 3 Lifestyle (n=709)
TPSB2,global.wbv,0.007062827,0.023788483,0.766641138,0.647627986,global,total brain volume,0.944506034,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA,global.wbv,0.019985028,0.024214166,0.409492496,0.647963586,global,total brain volume,0.826568185,No,No,DNAm,Model 3 Lifestyle (n=709)
INSR,global.wbv,-0.017414073,0.02477236,0.482341318,0.647857812,global,total brain volume,0.847987156,No,No,DNAm,Model 3 Lifestyle (n=709)
SELE,global.wbv,-0.038678759,0.031369558,0.218040437,0.648437339,global,total brain volume,0.608485639,No,No,DNAm,Model 3 Lifestyle (n=709)
MPL,global.wbv,0.010407912,0.024281778,0.6683405,0.647682114,global,total brain volume,0.937110044,No,No,DNAm,Model 3 Lifestyle (n=709)
B2M,global.wbv,0.045065697,0.030524868,0.140353309,0.648808707,global,total brain volume,0.509950357,No,No,DNAm,Model 3 Lifestyle (n=709)
LTA.LTB,global.wbv,-0.026689662,0.034619455,0.441032859,0.647914484,global,total brain volume,0.847987156,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL22,global.wbv,-0.009775424,0.025257265,0.698863318,0.6476629,global,total brain volume,0.944506034,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL17,global.wbv,-0.026995122,0.02509006,0.282376179,0.648232732,global,total brain volume,0.669108771,No,No,DNAm,Model 3 Lifestyle (n=709)
ADIPOQ,global.wbv,0.032188069,0.050370295,0.523039452,0.647809269,global,total brain volume,0.87499352,No,No,DNAm,Model 3 Lifestyle (n=709)
CHIT1,global.wbv,0.020247026,0.035383117,0.567377793,0.647763475,global,total brain volume,0.87499352,No,No,DNAm,Model 3 Lifestyle (n=709)
HGFAC,global.wbv,-0.039612647,0.023843336,0.097142688,0.649135028,global,total brain volume,0.456629997,No,No,DNAm,Model 3 Lifestyle (n=709)
ESM1,global.wbv,0.044585644,0.024107091,0.064862368,0.649505533,global,total brain volume,0.415882239,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10,global.wbv,-0.01216381,0.025878793,0.63849832,0.647703179,global,total brain volume,0.922725949,No,No,DNAm,Model 3 Lifestyle (n=709)
PAPPA,global.wbv,-0.033772534,0.023548303,0.152023093,0.648739621,global,total brain volume,0.53453281,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPINA3,global.wbv,0.028650025,0.024542181,0.243504686,0.648348499,global,total brain volume,0.608485639,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP2,global.wbv,0.006548694,0.027327419,0.810689681,0.647610582,global,total brain volume,0.944506034,No,No,DNAm,Model 3 Lifestyle (n=709)
CRP,global.wbv,-0.041402948,0.026480007,0.118430712,0.648957781,global,total brain volume,0.497812969,No,No,DNAm,Model 3 Lifestyle (n=709)
MST1,global.wbv,-0.032648265,0.023635385,0.167673535,0.648655845,global,total brain volume,0.537541628,No,No,DNAm,Model 3 Lifestyle (n=709)
ENPP7,global.wbv,-0.030964101,0.023554996,0.189147376,0.648554426,global,total brain volume,0.557217945,No,No,DNAm,Model 3 Lifestyle (n=709)
C4A.C4B,global.wbv,0.002027014,0.023200989,0.930407453,0.647582372,global,total brain volume,0.963333987,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP12,global.wbv,-0.077157116,0.039119704,0.049014048,0.649768459,global,total brain volume,0.381609372,Yes,No,DNAm,Model 3 Lifestyle (n=709)
